CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 11, adversary: B_lineAgent, mean: -3.132, standard deviation 0.7400354891844886
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Remove User2', 'ExploitRemoteService 10.0.214.187')], total reward: -2.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.1.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.1.253'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.1.253'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.1.253'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.108.9'), ('Analyse User2', 'ExploitRemoteService 10.0.108.9'), ('Analyse User2', 'ExploitRemoteService 10.0.1.253'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.1.253'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -3.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.42.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.42.190'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.42.190'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.113.168'), ('Analyse User2', 'ExploitRemoteService 10.0.113.168'), ('Analyse User2', 'ExploitRemoteService 10.0.42.190'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.113.168'), ('Analyse User2', 'ExploitRemoteService 10.0.113.168'), ('Analyse User2', 'ExploitRemoteService 10.0.42.190')], total reward: -2.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.184.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.184.43'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.184.43'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.0.74'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.0.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.0.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.0.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.63.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.63.50'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.63.50'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.223.126'), ('Analyse User2', 'ExploitRemoteService 10.0.223.126'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.223.126'), ('Remove User2', 'ExploitRemoteService 10.0.63.50'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.223.126')], total reward: -3.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.88.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.88.121'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.88.121'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.90.92'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.90.92'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.90.92'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.90.92'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.179.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.179.133'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.179.133'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.169.185'), ('Analyse User2', 'ExploitRemoteService 10.0.169.185'), ('Analyse User2', 'ExploitRemoteService 10.0.179.133'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.179.133'), ('Remove User2', 'ExploitRemoteService 10.0.179.133'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -3.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.105.0/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.105.8'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.105.8'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.57.220'), ('Analyse User2', 'ExploitRemoteService 10.0.57.220'), ('Analyse User2', 'ExploitRemoteService 10.0.105.8'), ('Remove User2', 'ExploitRemoteService 10.0.105.8'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.105.8'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -3.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.96.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.96.254'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.96.254'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.177.59'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.177.59'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.96.254'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.177.59'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.177.59'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.2.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.2.81'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.2.81'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.154.61'), ('Analyse User2', 'ExploitRemoteService 10.0.154.61'), ('Analyse User2', 'ExploitRemoteService 10.0.2.81'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.154.61'), ('Analyse User2', 'ExploitRemoteService 10.0.154.61'), ('Analyse User2', 'ExploitRemoteService 10.0.2.81')], total reward: -2.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.217.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.217.46'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.217.46'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.123.173'), ('Analyse User2', 'ExploitRemoteService 10.0.123.173'), ('Analyse User2', 'ExploitRemoteService 10.0.217.46'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.217.46'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.217.46')], total reward: -3.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.18.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.18.82'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.18.82'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.235.35'), ('Analyse User2', 'ExploitRemoteService 10.0.235.35'), ('Analyse User2', 'ExploitRemoteService 10.0.18.82'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.235.35'), ('Analyse User2', 'ExploitRemoteService 10.0.235.35'), ('Analyse User2', 'ExploitRemoteService 10.0.18.82')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.193.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.193.29'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.193.29'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.54.13'), ('Analyse User2', 'ExploitRemoteService 10.0.54.13'), ('Analyse User2', 'ExploitRemoteService 10.0.193.29'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.193.29'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.193.29')], total reward: -3.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.209.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.209.134'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.209.134'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.113.236'), ('Analyse User2', 'ExploitRemoteService 10.0.113.236'), ('Analyse User2', 'ExploitRemoteService 10.0.209.134'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.209.134'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.209.134')], total reward: -3.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.117.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.117.178'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.117.178'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.253.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.253.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.178'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.253.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.253.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.178')], total reward: -2.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.99.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.99.230'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.99.230'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.162.23'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.162.23'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.162.23'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.162.23'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.162.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.162.199'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.162.199'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.157.87'), ('Analyse User2', 'ExploitRemoteService 10.0.157.87'), ('Analyse User2', 'ExploitRemoteService 10.0.162.199'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.157.87'), ('Analyse User2', 'ExploitRemoteService 10.0.157.87'), ('Analyse User2', 'ExploitRemoteService 10.0.162.199')], total reward: -2.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.142.0/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.142.3'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.142.3'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.54.75'), ('Analyse User2', 'ExploitRemoteService 10.0.54.75'), ('Analyse User2', 'ExploitRemoteService 10.0.142.3'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.54.75'), ('Analyse User2', 'ExploitRemoteService 10.0.54.75'), ('Analyse User2', 'ExploitRemoteService 10.0.142.3')], total reward: -2.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.4.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.4.19'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.4.19'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.211.245'), ('Analyse User2', 'ExploitRemoteService 10.0.211.245'), ('Analyse User2', 'ExploitRemoteService 10.0.4.19'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.211.245'), ('Analyse User2', 'ExploitRemoteService 10.0.211.245'), ('Analyse User2', 'ExploitRemoteService 10.0.4.19')], total reward: -2.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.50.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.50.67'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.50.67'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.250.118'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.250.118'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.118'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.118'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.66.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.66.197'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.66.197'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.59.237'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.59.237'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.59.237'), ('Remove User2', 'ExploitRemoteService 10.0.66.197'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.59.237')], total reward: -3.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.251.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.251.212'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.251.212'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.211.140'), ('Analyse User2', 'ExploitRemoteService 10.0.211.140'), ('Analyse User2', 'ExploitRemoteService 10.0.251.212'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.251.212'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.251.212')], total reward: -3.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.196.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.196.241'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.196.241'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.14.17'), ('Analyse User2', 'ExploitRemoteService 10.0.14.17'), ('Analyse User2', 'ExploitRemoteService 10.0.196.241'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.196.241'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.196.241')], total reward: -3.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.199.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.199.55'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.199.55'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.126.107'), ('Analyse User2', 'ExploitRemoteService 10.0.126.107'), ('Analyse User2', 'ExploitRemoteService 10.0.199.55'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.126.107'), ('Analyse User2', 'ExploitRemoteService 10.0.126.107'), ('Analyse User2', 'ExploitRemoteService 10.0.199.55')], total reward: -1.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.32.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.32.196'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.32.196'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.208.229'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.229'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.208.229'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.208.229'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.61.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.61.242'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.61.242'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.201.165'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.165'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.201.160/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.201.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.165')], total reward: -3.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.219.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.219.35'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.219.35'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.97.69'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.97.69'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.219.35'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.97.69'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.97.69'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.120.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.120.41'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.120.41'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.232.146'), ('Analyse User2', 'ExploitRemoteService 10.0.232.146'), ('Analyse User2', 'ExploitRemoteService 10.0.120.41'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.232.146'), ('Analyse User2', 'ExploitRemoteService 10.0.232.146'), ('Analyse User2', 'ExploitRemoteService 10.0.120.41')], total reward: -2.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.199.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.199.38'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.199.38'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.216.56'), ('Analyse User2', 'ExploitRemoteService 10.0.216.56'), ('Analyse User2', 'ExploitRemoteService 10.0.199.38'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.216.56'), ('Analyse User2', 'ExploitRemoteService 10.0.216.56'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0')], total reward: -3.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.29.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.29.117'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.29.117'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.29.117'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.180.52'), ('Analyse User2', 'ExploitRemoteService 10.0.180.52'), ('Analyse User2', 'ExploitRemoteService 10.0.29.117'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.29.117'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -3.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.219.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.219.193'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.219.193'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.7.18'), ('Analyse User2', 'ExploitRemoteService 10.0.7.18'), ('Analyse User2', 'ExploitRemoteService 10.0.219.193'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.7.18'), ('Analyse User2', 'ExploitRemoteService 10.0.7.18'), ('Analyse User2', 'ExploitRemoteService 10.0.219.193')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.246.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.246.60'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.246.60'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.156.74'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.156.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.156.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.156.74'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.156.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.156.180'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.156.180'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.188.88'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.188.88'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.188.88'), ('Remove User2', 'ExploitRemoteService 10.0.156.180'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.188.88')], total reward: -3.3
