CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 13, adversary: B_lineAgent, mean: -4.247, standard deviation 0.8068463361142629
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Remove User2', 'ExploitRemoteService 10.0.214.187'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.21.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.21.153'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.21.153'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.35.62'), ('Analyse User2', 'ExploitRemoteService 10.0.35.62'), ('Analyse User2', 'ExploitRemoteService 10.0.21.153'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.21.153'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.21.153'), ('Remove User2', 'ExploitRemoteService 10.0.21.153'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -4.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.60.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.60.22'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.60.22'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.94.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.94.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.60.22'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.94.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.94.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.60.22'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.94.245')], total reward: -3.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.56.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.56.39'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.56.39'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.122.22'), ('Analyse User2', 'ExploitRemoteService 10.0.122.22'), ('Analyse User2', 'ExploitRemoteService 10.0.56.39'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.122.22'), ('Analyse User2', 'ExploitRemoteService 10.0.122.22'), ('Analyse User2', 'ExploitRemoteService 10.0.56.39'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.122.22')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.31.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.31.66'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.31.66'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.144.188'), ('Analyse User2', 'ExploitRemoteService 10.0.144.188'), ('Analyse User2', 'ExploitRemoteService 10.0.31.66'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.144.188'), ('Analyse User2', 'ExploitRemoteService 10.0.144.188'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.144.188'), ('Remove User2', 'ExploitRemoteService 10.0.31.66')], total reward: -3.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.31.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.31.193'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.31.193'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.206.10'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.206.10'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.206.10'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.206.10'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.206.10'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.71.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.71.126'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.71.126'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.63.85'), ('Analyse User2', 'ExploitRemoteService 10.0.63.85'), ('Analyse User2', 'ExploitRemoteService 10.0.71.126'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.63.85'), ('Analyse User2', 'ExploitRemoteService 10.0.63.85'), ('Analyse User2', 'ExploitRemoteService 10.0.71.126'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.63.85')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.118.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.118.52'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.118.52'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.124.142'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.124.142'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.124.142'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.124.142'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.124.142'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.182.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.182.179'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.182.179'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.76.198'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.76.198'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.76.198'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.76.192/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.76.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.76.199'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.76.198')], total reward: -4.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.172.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.172.73'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.172.73'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.242.7'), ('Analyse User2', 'ExploitRemoteService 10.0.242.7'), ('Analyse User2', 'ExploitRemoteService 10.0.172.73'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.242.7'), ('Analyse User2', 'ExploitRemoteService 10.0.242.7'), ('Analyse User2', 'ExploitRemoteService 10.0.172.73'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.242.7')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.0.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.0.69'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.0.69'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.193.247'), ('Analyse User2', 'ExploitRemoteService 10.0.193.247'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.193.247'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.193.247'), ('Remove User2', 'ExploitRemoteService 10.0.0.69'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.0.69')], total reward: -4.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.102.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.102.226'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.102.226'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.94.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.94.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.94.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.94.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.94.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -6.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.206.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.206.193'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.206.193'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.255.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.255.238'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.255.238'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.255.238'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.255.238'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.185.160/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.185.170'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.185.170'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.125.4'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.125.4'), ('Analyse User2', 'ExploitRemoteService 10.0.185.170'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.125.4'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.125.4'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.125.4'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.201.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.201.236'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.201.236'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.129.97'), ('Analyse User2', 'ExploitRemoteService 10.0.129.97'), ('Analyse User2', 'ExploitRemoteService 10.0.201.236'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.129.97'), ('Analyse User2', 'ExploitRemoteService 10.0.129.97'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.129.97'), ('Remove User2', 'ExploitRemoteService 10.0.201.236')], total reward: -3.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.193.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.193.29'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.193.29'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.54.13'), ('Analyse User2', 'ExploitRemoteService 10.0.54.13'), ('Analyse User2', 'ExploitRemoteService 10.0.193.29'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.193.29'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.193.29'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.193.29')], total reward: -4.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.54.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.54.29'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.54.29'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.130.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.130.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.54.29'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.130.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.130.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.54.29'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.130.172')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.41.160/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.41.173'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.41.173'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.84.108'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.108'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.84.108'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.84.108'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.84.108'), ('Analyse User2', 'ExploitRemoteService 10.0.41.173')], total reward: -4.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.226.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.226.58'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.226.58'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.172.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.172.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.172.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.172.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.47.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.47.153'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.47.153'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.70.148'), ('Analyse User2', 'ExploitRemoteService 10.0.70.148'), ('Analyse User2', 'ExploitRemoteService 10.0.47.153'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.153'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.153'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.153')], total reward: -4.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.94.160/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.94.173'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.94.173'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.6.177'), ('Analyse User2', 'ExploitRemoteService 10.0.6.177'), ('Analyse User2', 'ExploitRemoteService 10.0.94.173'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.94.173'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.94.173'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.94.173')], total reward: -4.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.55.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.55.55'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.55.55'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.237.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.237.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.237.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.237.27'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.144.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.144.122'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.144.122'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.208.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.208.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.208.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.208.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.82.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.82.236'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.82.236'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.36.226'), ('Analyse User2', 'ExploitRemoteService 10.0.36.226'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.36.226'), ('Remove User2', 'ExploitRemoteService 10.0.82.236'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.36.226'), ('Analyse User2', 'ExploitRemoteService 10.0.36.226'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0')], total reward: -4.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.141.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.141.124'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.141.124'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.141.124'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.194.20'), ('Analyse User2', 'ExploitRemoteService 10.0.194.20'), ('Analyse User2', 'ExploitRemoteService 10.0.141.124'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.141.124'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.141.124'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -4.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.177.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.177.219'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.177.219'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.87.180'), ('Analyse User2', 'ExploitRemoteService 10.0.87.180'), ('Analyse User2', 'ExploitRemoteService 10.0.177.219'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.177.219'), ('Remove User2', 'ExploitRemoteService 10.0.177.219'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.177.219'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -4.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.195.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.195.217'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.195.217'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.181.88'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.181.88'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.195.217'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.181.88'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.181.88'), ('Remove User2', 'ExploitRemoteService 10.0.195.217'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.181.88')], total reward: -3.5
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.61.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.61.242'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.61.242'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.201.165'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.165'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.201.160/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.201.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.172'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.165'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.201.165')], total reward: -4.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.183.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.183.131'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.183.131'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.187.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.187.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.183.131'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.187.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.187.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.183.131'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.187.14')], total reward: -3.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.65.144/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.65.151'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.65.151'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.63.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.63.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.63.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.63.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.63.66'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.87.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.87.54'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.87.54'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.120.142'), ('Analyse User2', 'ExploitRemoteService 10.0.120.142'), ('Analyse User2', 'ExploitRemoteService 10.0.87.54'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.87.54'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.87.54'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.87.54')], total reward: -4.5
