CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 10, adversary: B_lineAgent, mean: -2.809, standard deviation 0.6375608507302173
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.67.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.67.217'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.67.217'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.36.206'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.36.206'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.36.206'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.36.206')], total reward: -3.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.248.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.248.42'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.248.42'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.232.222'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.232.222'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.232.222'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.232.222')], total reward: -3.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.116.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.116.203'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.116.203'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.89.130'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.130'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.116.203'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.89.130'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.130')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.29.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.29.120'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.29.120'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.176.179'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.176.179'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.176.179'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.176.179')], total reward: -3.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.65.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.65.67'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.65.67'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.169.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.169.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.65.67'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.169.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.169.218')], total reward: -2.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.45.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.45.193'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.45.193'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.114.146'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.114.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.114.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.114.146')], total reward: -3.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.44.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.44.249'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.44.249'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.61.171'), ('Analyse User2', 'ExploitRemoteService 10.0.61.171'), ('Analyse User2', 'ExploitRemoteService 10.0.44.249'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.44.249'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -3.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.1.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.1.186'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.1.186'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.1.186'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.148.204'), ('Analyse User2', 'ExploitRemoteService 10.0.148.204'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.148.204'), ('Remove User2', 'ExploitRemoteService 10.0.1.186')], total reward: -2.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.112.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.112.238'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.112.238'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.122.81'), ('Analyse User2', 'ExploitRemoteService 10.0.122.81'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.122.81'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.122.81')], total reward: -3.1
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.77.112/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.77.122'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.77.122'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.52.241'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.52.241'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.77.122'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.52.241'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.52.241')], total reward: -2.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.129.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.129.93'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.129.93'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.221.204'), ('Analyse User2', 'ExploitRemoteService 10.0.221.204'), ('Analyse User2', 'ExploitRemoteService 10.0.129.93'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.221.204'), ('Analyse User2', 'ExploitRemoteService 10.0.221.204')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.13.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.13.82'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.13.82'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.200.129'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.200.129'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.82'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.200.129'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.200.129')], total reward: -1.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.141.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.141.65'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.141.65'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.69.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.69.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.141.65'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.69.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.69.66')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.251.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.251.189'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.251.189'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.151.213'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.151.213'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.151.213'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.151.213')], total reward: -3.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.146.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.146.106'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.146.106'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.102.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.146.106'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.102.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.102.121')], total reward: -3.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.9.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.9.46'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.9.46'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.9.46'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.153.217')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.209.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.209.51'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.209.51'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.55.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.55.123'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.55.123'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.55.123')], total reward: -4.800000000000001
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.65.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.65.206'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.65.206'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.242.18'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.242.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.242.18'), ('Analyse User2', 'ExploitRemoteService 10.0.65.206'), ('Analyse User2', 'PrivilegeEscalate User2')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.8.160/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.8.167'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.8.167'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.50.62'), ('Analyse User2', 'ExploitRemoteService 10.0.50.62'), ('Analyse User2', 'ExploitRemoteService 10.0.8.167'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.50.62'), ('Analyse User2', 'ExploitRemoteService 10.0.50.62')], total reward: -1.6
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.63.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.63.227'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.63.227'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.80.54'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.80.54'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.80.54'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.80.54')], total reward: -3.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.211.80/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.211.87'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.211.87'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.68.212'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.212'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.68.212'), ('Remove User2', 'ExploitRemoteService 10.0.211.87'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.223.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.223.56'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.223.56'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.117.11'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.11'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.223.56'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.117.11'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.11')], total reward: -2.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.226.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.226.40'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.226.40'), ('Analyse Enterprise2', 'PrivilegeEscalate User2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.149.88'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.88'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.149.88'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore User2', 'ExploitRemoteService 10.0.149.88')], total reward: -3.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.183.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.183.131'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.183.131'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.187.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.187.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.183.131'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.187.14'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.187.14')], total reward: -2.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.136.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.136.204'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.136.204'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.243.36'), ('Analyse User2', 'ExploitRemoteService 10.0.243.36'), ('Analyse User2', 'ExploitRemoteService 10.0.136.204'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.243.36'), ('Analyse User2', 'ExploitRemoteService 10.0.243.36')], total reward: -2.2
