CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 8, adversary: B_lineAgent, mean: -1.798, standard deviation 0.5316222551983901
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1')], total reward: -1.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.77.128/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.77.142'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.77.142'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.39.139'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.39.139'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.77.142'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1')], total reward: -1.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.106.16/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.106.29'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.106.29'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.36.51'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.36.51'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.29'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1')], total reward: -1.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.254.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.254.106'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.254.106'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.165.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.165.6'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.165.6')], total reward: -2.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.145.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.145.76'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.145.76'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.223.50'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.223.50'), ('Analyse User2', 'ExploitRemoteService 10.0.145.76'), ('Analyse User2', 'PrivilegeEscalate User2')], total reward: -1.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.37.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.37.102'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.37.102'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.13.18'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.13.18')], total reward: -2.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.209.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.209.210'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.209.210'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.222.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.222.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.209.210'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1')], total reward: -1.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.141.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.141.74'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.141.74'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.12.69'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.12.69'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.12.69')], total reward: -2.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.117.160/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.117.169'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.117.169'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.82.166'), ('Analyse User2', 'ExploitRemoteService 10.0.82.166'), ('Analyse User2', 'ExploitRemoteService 10.0.117.169'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -2.3
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.165.48/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.165.61'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.165.61'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.63.91'), ('Analyse User2', 'ExploitRemoteService 10.0.63.91'), ('Analyse User2', 'ExploitRemoteService 10.0.165.61'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -2.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.62.240/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.62.243'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.62.243'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.114.94'), ('Analyse User2', 'ExploitRemoteService 10.0.114.94'), ('Analyse User2', 'ExploitRemoteService 10.0.62.243'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4')], total reward: -1.3
