CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 20, adversary: B_lineAgent, mean: -6.946, standard deviation 1.568530161867112
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Remove User2', 'ExploitRemoteService 10.0.214.187'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.120.158')], total reward: -5.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.203.176/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.203.190'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.203.190'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.203.190'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.203.190'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.203.190'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.227.150'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.203.190'), ('DecoyVsftpd User3', 'PrivilegeEscalate User1')], total reward: -4.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.18.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.18.197'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.18.197'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.88.189'), ('Analyse User2', 'ExploitRemoteService 10.0.88.189'), ('Analyse User2', 'ExploitRemoteService 10.0.18.197'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.197'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.197'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User3'), ('Analyse User1', 'DiscoverNetworkServices 10.0.88.189'), ('Analyse User2', 'ExploitRemoteService 10.0.88.189'), ('Analyse User2', 'ExploitRemoteService 10.0.18.197'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.197'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.18.197'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -7.0
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.151.0/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.151.4'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.151.4'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.1.38'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.1.38'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.1.38'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.1.38'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.1.38'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.1.38'), ('Analyse User2', 'ExploitRemoteService 10.0.151.4'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.1.38'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.1.38'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.1.38')], total reward: -7.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.101.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.101.108'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.101.108'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.89.104'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.104'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.89.96/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.89.97'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.97'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.104'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.104'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.104'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.101.108'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.89.104'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.89.104'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -8.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.171.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.171.66'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.171.66'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.117.18'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.117.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.117.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.117.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.117.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.117.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.117.18'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.117.18')], total reward: -8.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.129.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.129.237'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.129.237'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.209.93'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.209.93'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.209.93'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.209.93'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.209.93'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.209.93'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.209.93'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.209.93'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.209.93')], total reward: -8.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.124.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.124.221'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.124.221'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.244.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.244.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.124.221'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.244.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.244.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.124.221'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.244.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.244.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.124.221'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.244.251'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.244.251'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.244.251')], total reward: -5.4
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.172.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.172.73'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.172.73'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.185.92'), ('Analyse User2', 'ExploitRemoteService 10.0.185.92'), ('Analyse User2', 'ExploitRemoteService 10.0.172.73'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.172.73'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.172.73'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.172.73'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.172.73'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.172.73'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.172.73'), ('Restore User3', 'PrivilegeEscalate User3')], total reward: -8.9
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.43.0/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.43.1'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.43.1'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.11.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.11.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.1'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.11.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.11.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.1'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.11.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.11.245'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.11.245'), ('Remove User2', 'ExploitRemoteService 10.0.43.1'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.11.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.11.245')], total reward: -6.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.9.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.9.46'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.9.46'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.9.46'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.9.46'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.153.217'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.153.217'), ('Remove User2', 'ExploitRemoteService 10.0.9.46'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.153.217'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.153.217')], total reward: -5.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.119.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.119.222'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.119.222'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.48.231'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.48.231'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.48.231'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.48.231'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.48.231'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.48.231'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.48.231'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.48.231'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.48.231')], total reward: -9.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.149.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.149.229'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.149.229'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.8.163'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.163'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.229'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.8.163'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.163'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.229'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.8.163'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.163'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.149.229'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.8.163'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.163'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'ExploitRemoteService 10.0.8.163')], total reward: -6.7
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.243.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.243.66'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.243.66'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.250.182'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.250.182'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.182'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.182'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.182'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.182'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.182'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.182'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.250.182')], total reward: -9.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.43.192/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.43.199'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.43.199'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.159.72'), ('Analyse User2', 'ExploitRemoteService 10.0.159.72'), ('Analyse User2', 'ExploitRemoteService 10.0.43.199'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.159.72'), ('Analyse User2', 'ExploitRemoteService 10.0.159.72'), ('Analyse User2', 'ExploitRemoteService 10.0.43.199'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.159.72'), ('Analyse User2', 'ExploitRemoteService 10.0.159.72'), ('Analyse User2', 'ExploitRemoteService 10.0.43.199'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.159.72'), ('Analyse User2', 'ExploitRemoteService 10.0.159.72'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.159.72')], total reward: -5.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.194.64/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.194.71'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.194.71'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.34.126'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.34.126'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.34.126'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.34.126'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.34.126'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.34.126'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.34.126'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.34.126'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.34.126')], total reward: -8.2
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.47.224/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.47.229'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.47.229'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.176.101'), ('Analyse User2', 'ExploitRemoteService 10.0.176.101'), ('Analyse User2', 'ExploitRemoteService 10.0.47.229'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.229'), ('Remove User2', 'ExploitRemoteService 10.0.47.229'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.229'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.229'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.229'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.229'), ('Restore User3', 'PrivilegeEscalate User3'), ('Remove User2', 'ExploitRemoteService 10.0.47.229')], total reward: -7.9
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.35.32/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.35.44'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.35.44'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.35.44'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.35.44'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.35.44'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.168'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.35.44'), ('DecoyVsftpd User3', 'PrivilegeEscalate User1')], total reward: -4.8
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.70.208/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.70.213'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.70.213'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.70.213'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.70.213'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.70.213'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.39.151'), ('Analyse User2', 'ExploitRemoteService 10.0.70.213'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4')], total reward: -4.9
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.42.96/28'), ('DecoyHarakaSMPT Op_Server0', 'DiscoverNetworkServices 10.0.42.100'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.42.100'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'DiscoverNetworkServices 10.0.200.146'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.200.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.200.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.200.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.200.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.200.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.200.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.200.146'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.200.146')], total reward: -8.2
